	HC001B	HC001F	HC001N	HC001T	HC002F	HC002N	HC002T	HC003B	HC003F	HC003N	HC003T	HC003V	HC004B	HC004F	HC004N	HC004T	HC004V	HC005B	HC005F	HC005N	HC005T	HC005V	HC006B	HC006F	HC006N	HC006T	HC006V	HC007B	HC007F	HC007N	HC007T	HC007V	HC008B	HC008F	HC008N	HC008T	HC008V	HC009B	HC009F	HC009N	HC009T	HC009V	HC010B	HC010F	HC010N	HC010T	HC010V	HC011B	HC011F	HC011N	HC011T	HC011V	HC012B	HC012F	HC012N	HC012T	HC012V	HC013B	HC013F	HC013N	HC013T	HC013V	HC014B	HC014F	HC014N	HC014T	HC014V	HC015F	HC015N	HC015T	HC015V	HC016F	HC016N	HC016T	HC016V	HC020B	HC020F	HC020N	HC020T	HC020V	HC021B	HC021F	HC021N	HC021T	HC021V	HC022B	HC022F	HC022N	HC022T	HC022V	HC023B	HC023F	HC023N	HC023T	HC023V	HC024B	HC024F	HC024N	HC024T	HC024V	HC025B	HC025F	HC025N	HC025T	HC025V	HC026B	HC026F	HC026T	HC026V	HC027B	HC027F	HC027N	HC027T	HC027V	HC028B	HC028F	HC028N	HC028T	HC028V	HC029B	HC029F	HC029N	HC029T	HC029V	HC030B	HC030F	HC030N	HC030T	HC030V	HC031B	HC031F	HC031N	HC031T	HC031V	HC032B	HC032F	HC032N	HC032T	HC032V	HC034B	HC034F	HC034N	HC034T	HC034V	HC035B	HC035F	HC035N	HC035T	HC035V	HC036B	HC036F	HC036N	HC036T	HC036V	HC037B	HC037F	HC037N	HC037T	HC037V	HC038B	HC038F	HC038N	HC038T	HC038V	HC039B	HC039F	HC039N	HC039T	HC039V	LC001R	LC002L	LC006R	LC008L	LC009R	LC011R	LC012R	LC014L	LC016R	LC018R	LC020L	LC022R	LC025R	LC029R	LC029V	LC030R	LC030V	LC031R	LC031V	LC033F	LC033N	LC033R	LC033T	LC033V	LC035F	LC035L	LC035N	LC035T	LC035V	LC036F	LC036N	LC036R	LC036T	LC036V	LC038F	LC038L	LC038N	LC038T	LC038V	LC039F	LC039N	LC039R	LC039T	LC039V	LC042F	LC042L	LC042N	LC042T	LC042V	LC043F	LC043L	LC043N	LC043T	LC043V	LC044F	LC044N	LC044R	LC044T	LC044V	LC045F	LC045N	LC045R	LC045T	LC045V	LC048F	LC048N	LC048R	LC048T	LC051L	LC051V	LC052F	LC052N	LC052R	LC052T	LC052V	LC053F	LC053L	LC053N	LC053T	LC053V	LC054F	LC054N	LC054R	LC054T	LC054V	LC058F	LC058N	LC058R	LC058T	LC058V	LC059F	LC059N	LC059R	LC059T	LC059V	LC063F	LC063N	LC063R	LC063T	LC063V	LC064F	LC064N	LC064R	LC064T	LC064V	LC065F	LC065N	LC065R	LC065T	LC065V	LC067F	LC067N	LC067R	LC067T	LC067V	LC068F	LC068L	LC068N	LC068T	LC069F	LC069N	LC069R	LC069T	LC069V	LC072F	LC072N	LC072T	LC074F	LC074N	LC074T	LC075F	LC075N	LC075R	LC075T	LC080F	LC080L	LC080N	LC080T	LC080V	LC081F	LC081N	LC081R	LC081T	LC082F	LC082N	LC082R	LC082T	LC084F	LC084N	LC084R	LC084T	LC084V	LC085F	LC085N	LC085R	LC085T	LC085V	LC086F	LC086N	LC086R	LC086T	LC086V	LC087F	LC087N	LC087R	LC087T	LC087V	LC088F	LC088N	LC088R	LC088T	LC088V	LC089F	LC089L	LC089N	LC089T	LC089V	LC090F	LC090L	LC090N	LC090T	LC091F	LC091N	LC091R	LC091T	LC091V	LC092F	LC092N	LC092R	LC092T	LC092V	LC094F	LC094L	LC094N	LC094T	LC094V	LC095F	LC095N	LC095R	LC095T	LC095V	LC096F	LC096N	LC096R	LC096T	LC096V	LC097F	LC097N	LC097R	LC097T	LC097V	LC098F	LC098L	LC098N	LC098T	LC098V	LC099F	LC099L	LC099N	LC099T	LC099V	LC101F	LC101L	LC101N	LC101T	LC101V	LC102F	LC102N	LC102R	LC102T	LC102V	LC108F	LC108N	LC108R	LC108T	LC108V	LC109F	LC109N	LC109R	LC109T	LC109V	LC110F	LC110N	LC110R	LC110T	LC110V	LC116F	LC116N	LC116R	LC116T	LC116V	LC119F	LC119N	LC119R	LC119T	LC119V	LC120F	LC120N	LC120R	LC120T	LC120V	LC121F	LC121N	LC121R	LC121T	LC121V	LC123F	LC123N	LC123R	LC123T	LC123V
g_Gracilibacteria bacterium oral taxon 871	0	0	0	0	0	0	0	0	0	2	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	7	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	91	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Gracilibacteria bacterium oral taxon 872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	11	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	5	0	0	0	0	0	0	4	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	46	0	0	0	0	0	0	0	0	0	18	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Gracilibacteria bacterium oral taxon 873	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	3	0	0	0	0	0	0	0	0	1	55	0	0	0	0	2	0	0	0	0	19	0	0	0	1	139	0	0	0	0	1	0	0	0	0	8	3	0	0	239	68	0	0	0	0	0	17	0	1	25	835	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	15	1	0	2	1	50	0	0	0	0	29	0	0	0	0	10	0	1	0	0	7	0	0	0	2	18	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	3	0	2	2	0	0	0	0	0	0	13	4	0	11	7	0	53	0	0	0	0	4	0	17	0	0	0	0	4	0	1	0	2	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	5	158	0	0	3	3	2	0	0	0	0	3	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	19	8	5	67	0	0	0	0	0	0	0	0	0	29	0	0	0	0	23	0	0	0	0	24	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	39	0	0	0	0	2	0	0	0	0	1	0	10	0	5	234	0	0	0	1	20	0	0	0	0	0	0	0	10	1	46	0	0	6	10	9	0	0	0	0	0	0	0	0	10	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g_Granulicatella	101	3	3	81	0	2	158	316	4	14	74	48	46	3	25	129	37	48	0	0	20	22	17	0	0	85	156	10	0	3	102	107	17	0	0	165	66	108	0	12	36	19	214	8	37	65	108	165	0	33	47	67	46	0	0	66	73	156	0	0	190	29	545	1	3	133	133	0	24	94	21	0	18	47	104	161	7	0	112	51	172	16	0	183	188	187	24	0	187	209	430	10	13	239	61	288	18	0	214	126	6	8	0	234	111	87	12	108	88	62	15	7	43	62	59	12	0	41	58	151	17	0	242	110	41	18	0	135	66	154	9	2	246	222	115	18	0	132	88	182	54	0	208	155	16	59	0	123	30	71	13	0	31	46	133	23	57	205	150	58	18	0	61	48	86	13	0	69	41	67	90	46	111	73	0	64	448	8	55	145	50	329	117	100	5	31	0	154	0	8	102	99	59	5	15	29	26	52	0	46	41	59	28	8	70	19	22	13	2	25	139	87	123	2	61	24	72	161	4	12	21	60	26	5	12	49	130	94	5	9	107	46	212	0	0	56	140	228	239	9	2	114	58	190	0	204	30	42	91	0	3	8	70	133	0	0	80	46	74	0	22	122	85	60	4	0	184	78	151	0	0	610	125	155	0	4	101	73	223	0	5	92	43	59	0	96	23	56	0	13	318	139	63	0	99	39	0	40	75	0	19	252	85	0	253	9	147	113	0	49	192	81	0	28	88	249	0	12	362	97	319	0	35	193	99	187	0	22	176	44	114	0	21	313	97	100	0	26	243	47	166	0	37	11	65	57	0	22	29	41	0	0	0	0	8	0	5	91	33	119	0	385	7	352	182	0	0	176	37	45	118	0	12	15	80	0	0	22	13	46	0	119	6	87	58	0	234	0	67	165	14	9	0	79	108	13	0	74	112	83	11	0	207	157	75	18	0	284	209	80	31	14	28	56	200	0	2	0	213	165	0	0	133	87	163	0	26	218	259	112	0	17	4	32	17	0	42	44	109	7
g_gut metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	56	0	0	0	0	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	84	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Haemophilus	502	16	31	780	10	69	317	817	2	50	608	571	276	20	85	966	355	359	3	10	164	126	30	0	13	651	300	33	5	8	637	249	8645	1	9	920	543	434	3	57	344	15	133	0	49	95	97	593	60	285	201	141	125	5	29	903	1098	281	3	10	344	117	968	10	23	1987	148	2	65	474	33	4	46	28	71	189	18	9	1074	211	535	24	7	1008	871	917	25	0	1181	1345	228	5	17	866	394	432	14	3	520	420	267	8	8	535	429	1635	13	329	873	616	20	26	691	349	149	29	49	554	474	285	12	16	665	596	236	10	6	542	235	821	5	11	439	448	653	28	24	505	646	230	13	14	955	432	186	19	3	761	1291	512	10	9	700	378	253	6	59	547	736	254	26	18	506	549	709	94	16	284	337	392	333	261	179	220	158	122	589	56	7819	903	177	407	614	976	281	100	42	775	0	55	727	869	896	3	183	49	246	1064	0	105	67	179	102	2	432	39	186	213	68	134	2477	479	809	2	63	32	26	180	1	132	39	356	139	2	53	356	12	167	3	30	565	407	662	8	14	168	579	321	312	5	6	46	40	19	8	19	14	393	378	7	9	21	299	343	7	23	505	570	110	3	32	445	380	39	249	33	1232	632	555	4	14	733	857	338	5	19	933	495	888	7	40	727	120	245	6	880	40	85	6	22	583	849	973	4	614	138	2	27	11	4	33	279	289	19	210	586	445	401	7	36	886	40	3	63	251	974	11	43	281	251	251	7	64	102	453	340	0	114	348	248	497	4	69	1155	534	629	4	15	317	143	77	7	60	30	288	74	3	45	62	212	0	6	17	0	7	3	5	759	391	926	0	18	0	10	0	31	26	884	568	166	613	0	646	58	283	0	0	12	145	133	0	349	0	251	82	0	555	24	460	173	8	99	12	595	482	20	13	2106	1059	722	8	6	450	504	395	18	6	797	751	193	14	29	88	249	669	0	3	9	1476	537	16	3	353	552	673	0	23	513	360	198	10	114	39	716	617	0	84	178	930	313
g_Halanaerobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	20	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
g_Haliangium	0	0	0	0	0	0	0	0	0	9	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
g_Haliea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Haliscomenobacter	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Halohasta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
g_Halomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	2	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	2	0	0	0	2	3	0	0	2	0	0	0	0	0	1	1	0	0	0	0	20	0	0	0	17	0	0	0	0	0	15	0	0	0	2	0	14	0	11	31	0	0	0	0	6	0	1	15	1	0	0	0	0	0	0	1	0	0	0	7	0	0	0	11	0	0	0	8	0	0	0	2	11	0	0	0	2	14	0	0	0	0	13	0	0	0	0	3	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	2	0	0	1	0	0	0	0	5	0	0	0	0	2	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
g_Halorubrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
